#
#
#
399,512451	55,924348
400,949546	54,58539
402,386641	54,440074
403,823737	54,381352
405,260832	54,04293
406,697927	53,516321
408,135022	53,069849
409,572117	52,915943
411,009212	52,769018
412,446307	52,652539
413,883403	52,464074
415,320498	52,03225
416,757593	52,261707
418,194688	53,574061
419,631783	53,556974
421,068878	52,606069
422,505973	52,332523
423,943069	52,251741
425,380164	52,114985
426,817259	51,918496
428,254354	51,824499
429,691449	51,933448
431,128544	52,274425
432,56564	52,776265
434,002735	53,182339
435,43983	53,575926
436,876925	53,814142
438,31402	53,783734
439,751115	54,142462
441,18821	54,760965
442,625306	54,790225
444,062401	54,496537
445,499496	54,439919
446,936591	54,433202
448,373686	54,210763
449,810781	54,066423
451,247876	54,313827
452,684972	54,18762
454,122067	53,604059
455,559162	53,723084
456,996257	53,982675
458,433352	53,377329
459,870447	52,893047
461,307542	52,880872
462,744638	53,023892
464,181733	53,083251
465,618828	53,161519
467,055923	53,658371
468,493018	54,138105
469,930113	54,566768
471,367208	55,757439
472,804304	56,842368
474,241399	57,053753
475,678494	57,404659
477,115589	57,908326
478,552684	58,539794
479,989779	59,450096
481,426875	60,300154
482,86397	61,006365
484,301065	61,471617
485,73816	61,56084
487,175255	61,539281
488,61235	61,489576
490,049445	61,612215
491,486541	62,042302
492,923636	62,201071
494,360731	61,909463
495,797826	61,7043
497,234921	61,636904
498,672016	61,414473
500,109111	61,299903
501,546207	61,590533
502,983302	61,545724
504,420397	61,021586
505,857492	60,897206
507,294587	60,924537
508,731682	60,531258
510,168777	60,067231
511,605873	59,643098
513,042968	59,246186
514,480063	59,152487
515,917158	59,309879
517,354253	59,366284
518,791348	59,062802
520,228444	58,480464
521,665539	57,965241
523,102634	57,782658
524,539729	57,92735
525,976824	58,015762
527,413919	57,74244
528,851014	57,509793
530,28811	57,520735
531,725205	57,620306
533,1623	57,788786
534,599395	58,021428
536,03649	58,255803
537,473585	58,472879
538,91068	58,720605
540,347776	59,111472
541,784871	59,546275
543,221966	59,980724
544,659061	60,64352
546,096156	61,335594
547,533251	61,735327
548,970346	62,107082
550,407442	62,558056
551,844537	62,951194
553,281632	63,332496
554,718727	63,66874
556,155822	63,931469
557,592917	64,183323
559,030013	64,406522
560,467108	64,671547
561,904203	65,080802
563,341298	65,518868
564,778393	65,866916
566,215488	66,242986
567,652583	66,649303
569,089679	66,886014
570,526774	67,016402
571,963869	67,141092
573,400964	67,297474
574,838059	67,687647
576,275154	68,088121
577,712249	68,173842
579,149345	68,372949
580,58644	68,741606
582,023535	68,881982
583,46063	68,992357
584,897725	69,191615
586,33482	69,271033
587,771915	69,347196
589,209011	69,633003
590,646106	70,114166
592,083201	70,438924
593,520296	70,410519
594,957391	70,399492
596,394486	70,479965
597,831582	70,579909
599,268677	70,842982
600,705772	71,01535
602,142867	70,969611
603,579962	71,070956
605,017057	71,266991
606,454152	71,389409
607,891248	71,55018
609,328343	71,726178
610,765438	71,876378
612,202533	72,026626
613,639628	72,234192
615,076723	72,513991
616,513818	72,586277
617,950914	72,483952
619,388009	72,614326
620,825104	72,797725
622,262199	72,792909
623,699294	72,867914
625,136389	73,020521
626,573484	72,981061
628,01058	72,832667
629,447675	72,778144
630,88477	72,800274
632,321865	72,808883
633,75896	72,807253
635,196055	72,741814
636,63315	72,55666
638,070246	72,404922
639,507341	72,328533
640,944436	72,206796
642,381531	72,092226
643,818626	72,061925
645,255721	72,033891
646,692817	71,933511
648,129912	71,823984
649,567007	71,824971
651,004102	71,921165
652,441197	71,998595
653,878292	72,021869
655,315387	72,057155
656,752483	72,164683
658,189578	72,301966
659,626673	72,399674
661,063768	72,403826
662,500863	72,338521
663,937958	72,353551
665,375053	72,121067
666,812149	70,858385
668,249244	69,37579
669,686339	70,121984
671,123434	71,35228
672,560529	71,698125
673,997624	71,649905
675,434719	71,583421
676,871815	71,446447
678,30891	71,352859
679,746005	71,293892
681,1831	71,224436
682,620195	71,215199
684,05729	71,240175
685,494386	71,315461
686,931481	71,490528
688,368576	71,688864
689,805671	71,813035
691,242766	71,913707
692,679861	72,121666
694,116956	72,43483
695,554052	72,820888
696,991147	73,314892
698,428242	73,809406
699,865337	74,206285
701,302432	74,603889
702,739527	75,04738
704,176622	75,456759
705,613718	75,747592
707,050813	75,917142
708,487908	76,049045
709,925003	76,168832
711,362098	76,278906
712,799193	76,407529
714,236288	76,500999
715,673384	76,558809
717,110479	76,605328
718,547574	76,541055
719,984669	76,436702
721,421764	76,472911
722,858859	76,554107
724,295955	76,548574
725,73305	76,478613
727,170145	76,356976
728,60724	76,204253
730,044335	76,042537
731,48143	75,84934
732,918525	75,629863
734,355621	75,411456
735,792716	75,191477
737,229811	74,967037
738,666906	74,773947
740,104001	74,628022
741,541096	74,50595
742,978191	74,410493
744,415287	74,319002
745,852382	74,194299
747,289477	74,076156
748,726572	73,974598
750,163667	73,857972
751,600762	73,753499
753,037857	73,667546
754,474953	73,574338
755,912048	73,49101
757,349143	73,446554
758,786238	73,439649
760,223333	73,431001
761,660428	73,412398
763,097524	73,43617
764,534619	73,518918
765,971714	73,646852
767,408809	73,824121
768,845904	74,052575
770,282999	74,342629
